filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6,prob_cls7,prob_cls8,prob_cls9,prob_cls10,prob_cls11,prob_cls12,prob_cls13,prob_cls14,prob_cls15,prob_cls16,prob_cls17,prob_cls18,prob_cls19,prob_cls20,prob_cls21,prob_cls22
Tinea Ringworm Candidiasis and other Fungal Infections/kerion-5.jpg,18,18,0.00638580,0.00640106,0.00473404,0.00969696,0.01878357,0.00450897,0.00780106,0.06732178,0.18603516,0.00498962,0.00543213,0.00506973,0.00297546,0.01274872,0.00213814,0.00369453,0.00910950,0.01044464,0.59472656,0.00452805,0.00537109,0.00975800,0.01733398
Vasculitis Photos/erythema-multiforme-125.jpg,21,21,0.01273346,0.00556564,0.00979614,0.03668213,0.00256348,0.01127625,0.00334930,0.00503159,0.00334549,0.01374054,0.00336075,0.00375175,0.00830078,0.00532532,0.01348877,0.00343704,0.01574707,0.00360870,0.00657272,0.00494385,0.00285149,0.79931641,0.02534485
Warts Molluscum and other Viral Infections/herpes-simplex-32.jpg,22,22,0.00827026,0.00323296,0.00575256,0.00721359,0.00334740,0.00687027,0.00718307,0.00849915,0.00410461,0.00381470,0.00521469,0.00446701,0.00625610,0.00559235,0.00535583,0.00308418,0.00842285,0.00326729,0.00581741,0.00666809,0.00548172,0.00297165,0.87890625
Nail Fungus and other Nail Disease/median-nail-dystrophy-11.jpg,12,12,0.00407028,0.00315857,0.01150513,0.00380325,0.00266075,0.09680176,0.00472260,0.00487137,0.00432205,0.00456619,0.00391769,0.00705719,0.79296875,0.00346375,0.01013947,0.00448227,0.00442123,0.00442505,0.00616074,0.00497818,0.00328064,0.00734329,0.00667191
Warts Molluscum and other Viral Infections/warts-periungual-13.jpg,22,22,0.00421524,0.00424194,0.00782776,0.00263023,0.00293159,0.01548767,0.00573730,0.00709152,0.00206757,0.00429535,0.00836945,0.00496674,0.03292847,0.00741577,0.01399231,0.00498581,0.00346184,0.00577545,0.00410080,0.00751495,0.00626755,0.00617981,0.83740234
Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-168.jpg,11,11,0.00320435,0.00680542,0.00408173,0.00329590,0.00375938,0.00509644,0.00437546,0.00361061,0.00407028,0.02751160,0.00598145,0.87353516,0.00700760,0.00370979,0.00635910,0.00243568,0.00540924,0.00205231,0.00676727,0.00487900,0.00579071,0.00577927,0.00452805
Light Diseases and Disorders of Pigmentation/post-inflammatory-hyperpigmentation-3.jpg,9,17,0.00621796,0.01358032,0.00491714,0.00695038,0.00476456,0.11004639,0.00321007,0.00720215,0.00798798,0.09191895,0.01153564,0.00638199,0.01127625,0.00711441,0.01644897,0.00550842,0.00479126,0.59033203,0.00988770,0.00776672,0.00545120,0.01695251,0.04992676
Seborrheic Keratoses and other Benign Tumors/epidermal-cyst-131.jpg,16,16,0.02563477,0.04043579,0.01190948,0.01860046,0.00682831,0.00718689,0.00711441,0.01350403,0.00762939,0.01184845,0.00555038,0.00448990,0.01797485,0.01187897,0.00481796,0.00435257,0.38378906,0.35839844,0.01237488,0.00477982,0.00390053,0.00540924,0.03170776
Eczema Photos/stasis-dermatitis-85.jpg,5,5,0.00485992,0.00687408,0.02238464,0.00845337,0.00283051,0.87988281,0.00517273,0.00447464,0.00495148,0.00702286,0.00200653,0.00272751,0.00632858,0.00222397,0.00210190,0.00473785,0.00923920,0.00363731,0.00564957,0.00363159,0.00307274,0.00244713,0.00550079
Exanthems and Drug Eruptions/14PostInfDesquam.jpg,6,6,0.01390839,0.00572586,0.01260376,0.00677109,0.00447464,0.15991211,0.55371094,0.00511551,0.00576019,0.00649643,0.01078033,0.00464249,0.00775528,0.01009369,0.14648438,0.00402451,0.00418091,0.00408173,0.00243378,0.01317596,0.00597763,0.00563431,0.00595856
Vasculitis Photos/henoch-schonlein-purpura-24.jpg,21,21,0.00437164,0.00852203,0.00654221,0.00436020,0.00222588,0.00169373,0.00799561,0.00492096,0.00274086,0.00399017,0.00301743,0.00575638,0.00794983,0.00537872,0.01261139,0.00385666,0.01155090,0.00213432,0.00291443,0.00270081,0.01076508,0.86572266,0.01846313
Poison Ivy Photos and other Contact Dermatitis/patch-testing-22.jpg,13,13,0.03335571,0.02886963,0.01204681,0.00658035,0.04522705,0.00807190,0.03674316,0.00437546,0.00987244,0.00902557,0.00671005,0.03558350,0.00311661,0.50000000,0.02339172,0.06530762,0.01388550,0.04693604,0.03698730,0.03280640,0.02546692,0.00283432,0.01266479
Seborrheic Keratoses and other Benign Tumors/dermatofibroma-82.jpg,16,1,0.00370598,0.87255859,0.00484467,0.00633621,0.00392914,0.00509262,0.00554657,0.00635910,0.00368500,0.00287628,0.00542068,0.00701141,0.00335312,0.00553131,0.00752258,0.00250053,0.02481079,0.00610733,0.00636673,0.00633621,0.00152969,0.00458145,0.00384331
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-94.jpg,14,21,0.00508499,0.01870728,0.00598907,0.00733185,0.01661682,0.01416016,0.05203247,0.00676346,0.00590134,0.00778961,0.00524139,0.01439667,0.03817749,0.00803375,0.30029297,0.00526428,0.01202393,0.00688553,0.07373047,0.00126171,0.00591278,0.36596680,0.02236938
Bullous Disease Photos/diabetic-bullae-30.jpg,3,17,0.00215340,0.04623413,0.00191116,0.07678223,0.01020050,0.04678345,0.00547028,0.00178909,0.00959778,0.00364113,0.04586792,0.01689148,0.00959778,0.00766373,0.02947998,0.03045654,0.06915283,0.35522461,0.16357422,0.00249100,0.04992676,0.00499344,0.01017761
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-96.jpg,18,18,0.00654984,0.00606918,0.00529480,0.00531387,0.00424194,0.00322342,0.00341225,0.01058960,0.01290131,0.00376320,0.00371742,0.00409317,0.00445938,0.00658035,0.00836182,0.00299454,0.00364494,0.00442505,0.87695312,0.00476456,0.00435257,0.00624084,0.00784302
Exanthems and Drug Eruptions/enterovirus-30.jpg,6,6,0.00678635,0.00413513,0.00393677,0.00582123,0.00531006,0.00773239,0.87109375,0.00545883,0.00522614,0.00787354,0.00413895,0.00520706,0.00505829,0.00691605,0.01534271,0.00293922,0.00485229,0.00476456,0.00794220,0.00474930,0.00444794,0.00489044,0.00557327
Herpes HPV and other STDs Photos/syphilis-1.jpg,8,14,0.00428391,0.00391388,0.00354195,0.00854492,0.00169182,0.00697708,0.00775909,0.00466537,0.01454926,0.00160503,0.00153351,0.00369644,0.01005554,0.00311470,0.85302734,0.00334549,0.00262260,0.00568008,0.00149345,0.00141907,0.00456619,0.03125000,0.02072144
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-4.jpg,14,14,0.00676346,0.01028442,0.00646973,0.00633621,0.00413513,0.03591919,0.00339699,0.00959015,0.00603867,0.00517273,0.00442505,0.00744629,0.02677917,0.00982666,0.81445312,0.00436020,0.00854492,0.00403595,0.00302887,0.00537872,0.01094818,0.00218964,0.00435257
Acne and Rosacea Photos/acne-open-comedo-48.jpg,0,9,0.26904297,0.00643921,0.00847626,0.00799561,0.00479126,0.00534058,0.01189423,0.01328278,0.00815582,0.55419922,0.00600815,0.00687027,0.00914001,0.00977325,0.00497437,0.00907898,0.00627518,0.00554276,0.00757217,0.01154327,0.01369476,0.01284790,0.00698471
Nail Fungus and other Nail Disease/median-nail-dystrophy-17.jpg,12,12,0.00396729,0.00530624,0.01023865,0.00553131,0.00413895,0.00888062,0.00809479,0.00514221,0.00656891,0.00418472,0.00362015,0.00953674,0.83544922,0.00876617,0.03775024,0.00367546,0.00504303,0.00315857,0.00566483,0.01132202,0.00307655,0.00522232,0.00587845
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-laboratory-46.jpg,18,18,0.00735855,0.00714874,0.00553513,0.00519943,0.00433731,0.00932312,0.00673676,0.01241302,0.00576782,0.00474548,0.00580597,0.01037598,0.00505829,0.00910187,0.00343513,0.00896454,0.00537109,0.00791168,0.84716797,0.00648499,0.00939941,0.00564194,0.00672913
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-47.jpg,1,1,0.00662613,0.87744141,0.00459671,0.00884247,0.00313187,0.01499939,0.00537109,0.00676727,0.00324821,0.00382996,0.00593567,0.00477219,0.00329399,0.00469589,0.00693130,0.00385857,0.00801849,0.00542450,0.00576782,0.00631332,0.00186253,0.00370407,0.00444412
Atopic Dermatitis Photos/6IMG014.jpg,2,2,0.01097870,0.00657654,0.85400391,0.00576782,0.00615311,0.00648880,0.00219917,0.00582886,0.00639343,0.00733185,0.00611496,0.01286316,0.00547028,0.00539398,0.00505066,0.00486374,0.01057434,0.00340462,0.00769424,0.00634003,0.00857544,0.00521469,0.00685883
Scabies Lyme Disease and other Infestations and Bites/cactus-granuloma-2.jpg,15,15,0.00428391,0.00872040,0.00809479,0.00320435,0.00322914,0.01470184,0.00980377,0.00582886,0.01664734,0.05758667,0.00759125,0.01370239,0.00426102,0.04098511,0.00607300,0.68261719,0.01403809,0.02360535,0.01655579,0.00907898,0.01062775,0.00456238,0.03427124
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-68.jpg,1,5,0.00637054,0.28344727,0.00488281,0.00359535,0.00874329,0.39965820,0.00527573,0.00862122,0.00388336,0.00552750,0.00445938,0.00998688,0.00440598,0.03692627,0.00576782,0.00465012,0.14758301,0.00410080,0.00637436,0.00363541,0.00378990,0.03442383,0.00389099
Bullous Disease Photos/localized-pemphigoid-2.jpg,3,14,0.00598526,0.02253723,0.00385666,0.00727463,0.00083160,0.06463623,0.01130676,0.00574493,0.00217819,0.00451660,0.01693726,0.02378845,0.00674820,0.01039124,0.45751953,0.00326347,0.25366211,0.00945282,0.04409790,0.00884247,0.02166748,0.00293350,0.01175690
Eczema Photos/eczema-nummular-137.jpg,5,5,0.00239372,0.00517273,0.00654221,0.00110626,0.00373077,0.74267578,0.00381660,0.00751877,0.00336456,0.01887512,0.00489807,0.00531387,0.04125977,0.01271057,0.09240723,0.00643921,0.00735474,0.00183201,0.01194000,0.00328445,0.00507736,0.00374603,0.00837708
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-scalp-8.jpg,18,18,0.00522232,0.00730896,0.00274277,0.00417328,0.00309753,0.00286293,0.00312996,0.01324463,0.01321411,0.00288963,0.00538254,0.00370598,0.00260162,0.00576401,0.00228500,0.00298119,0.00328255,0.00360680,0.89746094,0.00465393,0.00351524,0.00328827,0.00380516
Vascular Tumors/angiokeratomas-24.jpg,20,20,0.03475952,0.00446320,0.00582123,0.03515625,0.00692749,0.00600433,0.00442505,0.00937653,0.01278687,0.00492096,0.00830078,0.00497818,0.00572968,0.00752258,0.00969696,0.00691986,0.00493622,0.00369835,0.03031921,0.00410461,0.77197266,0.00333214,0.01377869
Systemic Disease/tuberous-sclerosis-46.jpg,17,17,0.00580215,0.00901794,0.00406265,0.00626755,0.00349236,0.01594543,0.00492096,0.00724792,0.02058411,0.00664139,0.00331688,0.00496674,0.00584412,0.00601578,0.00534821,0.00333786,0.01387787,0.83300781,0.01129150,0.00350761,0.01223755,0.00506210,0.00820923
Psoriasis pictures Lichen Planus and related diseases/08OilSpotPsoriasis1027.jpg,14,12,0.00568008,0.00403595,0.00684738,0.00588989,0.00543213,0.00981903,0.01222992,0.00680923,0.00431061,0.00783539,0.00643158,0.00926971,0.83203125,0.00553513,0.03518677,0.00495148,0.00373840,0.00638580,0.00584030,0.00689697,0.00448227,0.00608063,0.00443649
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-primary-lesion-5.jpg,18,18,0.00381279,0.00929260,0.00988007,0.00530243,0.00333786,0.09814453,0.00403595,0.00859833,0.00436401,0.00526428,0.00452805,0.00765228,0.00642776,0.00687408,0.01173401,0.00429535,0.01266479,0.00653839,0.75097656,0.00566483,0.00688171,0.01008606,0.01347351
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-body-152.jpg,18,17,0.00917816,0.02485657,0.00973511,0.00484848,0.00702286,0.06475830,0.05636597,0.01020050,0.01167297,0.01800537,0.00717163,0.01800537,0.00362015,0.00981140,0.04367065,0.01129913,0.00361633,0.47509766,0.01425934,0.00357437,0.02012634,0.01820374,0.15490723
Lupus and other Connective Tissue diseases/dermatomyositis-9.jpg,10,14,0.00668335,0.02165222,0.01052856,0.00267601,0.00255394,0.01654053,0.02090454,0.00523758,0.00376320,0.01316833,0.39160156,0.00516510,0.01538849,0.01731873,0.40625000,0.00447083,0.00681686,0.01516724,0.01547241,0.00502396,0.00604248,0.00414658,0.00345802
Bullous Disease Photos/pemphigus-30.jpg,3,3,0.00699615,0.00601959,0.03320312,0.64941406,0.01077271,0.01873779,0.00469208,0.00628281,0.01088715,0.01542664,0.00605774,0.01777649,0.00326538,0.00503922,0.00695801,0.00376892,0.06094360,0.02343750,0.00769806,0.00446701,0.00821686,0.06671143,0.02310181
Acne and Rosacea Photos/perioral-dermatitis-35.jpg,0,0,0.87451172,0.00514984,0.00371361,0.00512314,0.00466919,0.00620270,0.00546646,0.00392532,0.00380516,0.00621796,0.00260544,0.01994324,0.00656891,0.00506973,0.00606155,0.00490952,0.00543594,0.00620270,0.00594711,0.00493240,0.00645828,0.00376320,0.00323868
Nail Fungus and other Nail Disease/psoriasis-32.jpg,12,12,0.00739288,0.00792694,0.00805664,0.00714111,0.00867462,0.00907898,0.00901794,0.00798798,0.00888824,0.01054382,0.00446701,0.01683044,0.76806641,0.00985718,0.04180908,0.00981903,0.01149750,0.00576782,0.01374817,0.00926971,0.00820923,0.00820923,0.00756836
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-33.jpg,1,16,0.00724411,0.19885254,0.00964355,0.00391388,0.00754929,0.01077271,0.00772476,0.00967407,0.00689316,0.00258827,0.00770569,0.00516510,0.00900269,0.00711441,0.00936127,0.00543594,0.64697266,0.00324249,0.01103210,0.01170349,0.00578308,0.00633621,0.00611115
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-foot-plantar-7.jpg,18,18,0.00377655,0.00947571,0.00805664,0.00550842,0.00435638,0.00911713,0.00623322,0.00924683,0.00392914,0.00601196,0.00423431,0.00791168,0.01365662,0.00817108,0.00686646,0.00764847,0.01197052,0.00516129,0.83691406,0.00731659,0.01205444,0.00754929,0.00487900
Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-15.jpg,14,14,0.00435638,0.00492096,0.00453186,0.00258064,0.00293159,0.01612854,0.00375175,0.00801849,0.00461578,0.00362396,0.00371742,0.00706100,0.02888489,0.00460815,0.85595703,0.00526428,0.00548553,0.00378418,0.01094055,0.00537109,0.00808716,0.00242233,0.00312042
Scabies Lyme Disease and other Infestations and Bites/jelly-fish-sting1.jpg,15,13,0.01279449,0.04211426,0.00288010,0.04507446,0.01226044,0.00671005,0.00262642,0.00411224,0.00449371,0.09332275,0.01143646,0.01171112,0.00677490,0.21655273,0.02333069,0.10638428,0.21569824,0.05728149,0.03991699,0.01757812,0.02960205,0.02180481,0.01548767
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-trunk-ext-12.jpg,1,5,0.00691605,0.18359375,0.01273346,0.17663574,0.02799988,0.27514648,0.00745773,0.01317596,0.00559998,0.00337029,0.00643158,0.02647400,0.02575684,0.00823975,0.04638672,0.00708008,0.05694580,0.00795746,0.01530457,0.00485229,0.03240967,0.00893402,0.04067993
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-31.jpg,14,18,0.00364494,0.00772476,0.01354218,0.00359535,0.00562286,0.02058411,0.00363350,0.01185608,0.00355530,0.00989532,0.00749588,0.01019287,0.00885773,0.00702667,0.05929565,0.00455856,0.00715256,0.00387573,0.77978516,0.00717926,0.00687027,0.00910950,0.00508118
Nail Fungus and other Nail Disease/chronic-paronychia-53.jpg,12,12,0.00570679,0.00693130,0.00666809,0.00544357,0.00520325,0.00720978,0.00460434,0.00427628,0.00521851,0.00614929,0.00338554,0.00866699,0.87060547,0.00719070,0.00572586,0.00429916,0.00664902,0.00987244,0.00468826,0.00714493,0.00413895,0.00508499,0.00520706
Acne and Rosacea Photos/hidradenitis-suppurativa-49.jpg,0,0,0.82031250,0.00275421,0.00525284,0.01070404,0.00300598,0.00688553,0.00182247,0.00296974,0.01157379,0.00360870,0.00212288,0.00713348,0.00591660,0.00525665,0.00790405,0.02194214,0.00563049,0.00195694,0.02319336,0.00358963,0.00889587,0.00366020,0.03399658
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-80.jpg,16,1,0.00526428,0.75048828,0.01290894,0.00693893,0.00431824,0.05187988,0.00556183,0.00707245,0.00364876,0.00495911,0.00503922,0.00436401,0.00378799,0.00835419,0.00748825,0.00397873,0.07189941,0.00442505,0.01065826,0.00965118,0.00454712,0.00463867,0.00791168
Herpes HPV and other STDs Photos/genital-warts-120.jpg,8,8,0.00513077,0.00538635,0.00740433,0.00827026,0.00605392,0.00646973,0.00553894,0.00592041,0.86132812,0.00681305,0.00527191,0.00626755,0.00836945,0.00829315,0.00457001,0.00404739,0.00451279,0.00524521,0.00466156,0.00765991,0.00711060,0.00906372,0.00641632
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-113.jpg,14,14,0.00573730,0.00405121,0.05456543,0.00131512,0.00581741,0.00473785,0.00310516,0.00590515,0.00292969,0.00839996,0.00623322,0.00371361,0.02162170,0.00801849,0.82275391,0.00317574,0.01013184,0.00686264,0.00360298,0.00348091,0.00542831,0.00172329,0.00683594
Systemic Disease/lichen-amyloidosis-6.jpg,17,5,0.00629044,0.02462769,0.01930237,0.00689316,0.00461578,0.40380859,0.01583862,0.02012634,0.02609253,0.06958008,0.00441742,0.00865173,0.00582123,0.00438309,0.00911713,0.29077148,0.00881195,0.00656128,0.01010895,0.00703430,0.03414917,0.00848389,0.00440216
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-4.jpg,14,14,0.00874329,0.00627899,0.00603104,0.05004883,0.00563812,0.16882324,0.00833130,0.00931549,0.01286316,0.00872040,0.08886719,0.00957489,0.01809692,0.00659561,0.30224609,0.00556564,0.03231812,0.21594238,0.00763321,0.00674057,0.00945282,0.00599670,0.00613785
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-sclerosing-3.jpg,1,16,0.00852966,0.09863281,0.00269890,0.00322533,0.00158787,0.01020813,0.00381279,0.00747681,0.00475693,0.02525330,0.06250000,0.01768494,0.01186371,0.00574493,0.02809143,0.00756073,0.39526367,0.00362396,0.00888824,0.00861359,0.00466919,0.00429916,0.27490234
Atopic Dermatitis Photos/05AtopicDerm0112041.jpg,2,5,0.00487137,0.00566864,0.41040039,0.00331306,0.00465012,0.43432617,0.00515747,0.00714111,0.00554657,0.00635147,0.00549316,0.00804138,0.01707458,0.00950623,0.00719452,0.00275803,0.01183319,0.00879669,0.01042938,0.00731659,0.00736237,0.00923920,0.00743484
Acne and Rosacea Photos/acne-open-comedo-27.jpg,0,0,0.67529297,0.03125000,0.00142384,0.00241280,0.00391769,0.00414658,0.00442505,0.01676941,0.00516510,0.01820374,0.00559235,0.01024628,0.01844788,0.00453949,0.04327393,0.00187492,0.11468506,0.00807190,0.00994110,0.00488663,0.00410080,0.00611115,0.00506210
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-14.jpg,14,14,0.00327682,0.01277924,0.00230598,0.00254059,0.00317192,0.00331688,0.00492096,0.00646973,0.00268364,0.00947571,0.00180817,0.00556183,0.01921082,0.00423431,0.88330078,0.00394821,0.00447845,0.00300217,0.00804901,0.00378609,0.00526810,0.00409317,0.00227928
Acne and Rosacea Photos/rosacea-25.jpg,0,0,0.67871094,0.00504303,0.01064301,0.00654984,0.00397491,0.03004456,0.00354004,0.00953674,0.00651169,0.00518799,0.00782013,0.00534058,0.00908661,0.01719666,0.02473450,0.00565338,0.00904846,0.11999512,0.01750183,0.01156616,0.00432968,0.00420380,0.00402832
Warts Molluscum and other Viral Infections/warts-flat-39.jpg,22,22,0.00685120,0.02952576,0.00774765,0.00205231,0.01085663,0.01930237,0.00520325,0.00865936,0.00497818,0.00630188,0.00426102,0.00459290,0.04135132,0.00745392,0.22521973,0.00593185,0.01067352,0.00848389,0.00358772,0.00797272,0.01113892,0.00267220,0.56494141
Acne and Rosacea Photos/acne-closed-comedo-3.jpg,0,0,0.85302734,0.00894928,0.00604248,0.00534439,0.00469589,0.00630569,0.00732422,0.00637817,0.00554276,0.00770569,0.00501633,0.00811768,0.00791931,0.00819397,0.00971222,0.00620270,0.00619125,0.00669479,0.00637436,0.00782776,0.00576019,0.00622177,0.00462723
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-55.jpg,14,14,0.00314903,0.00580215,0.00518036,0.00263596,0.00298691,0.01132202,0.00344849,0.00481033,0.00498581,0.00325012,0.00189972,0.00600433,0.02052307,0.00457764,0.87890625,0.00594711,0.00532150,0.00522995,0.00418091,0.00483322,0.00642395,0.00311470,0.00558472
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-scalp-46.jpg,18,18,0.00667953,0.00903320,0.00973511,0.01372528,0.00525284,0.00920105,0.01629639,0.00804138,0.01007843,0.00791168,0.00811768,0.01243591,0.01192474,0.01383209,0.21704102,0.02719116,0.01165771,0.00759888,0.55322266,0.01107788,0.00850677,0.01548004,0.00600052
Vasculitis Photos/erythema-multiforme-16.jpg,21,6,0.01033783,0.00398636,0.00680161,0.02935791,0.00381279,0.00340080,0.77392578,0.00371170,0.00386429,0.00432968,0.00305367,0.00599289,0.00431442,0.00548553,0.04934692,0.00682068,0.00372314,0.00960541,0.00507736,0.00804138,0.00273514,0.04013062,0.01193237
Eczema Photos/stasis-dermatitis-115.jpg,5,5,0.00285721,0.00270271,0.00339890,0.00155067,0.00178719,0.92724609,0.00335503,0.00317192,0.00299835,0.00294876,0.00354195,0.00364113,0.00341797,0.00162125,0.00230026,0.00143051,0.00630951,0.00263405,0.00932312,0.00260544,0.00320625,0.00337982,0.00479889
